#	Title	Psycroptic - Carriers Of The Plague (guitar pro).xml
#	Source Filename	Psycroptic - Carriers Of The Plague (guitar pro).xml
4	4.16667	2	2
4.16667	4.33333	4	2
4.33333	4.5	4	2
4.5	4.66667	4	2
4.66667	4.83333	4	2
4.83333	5	4	2
5	5.16667	2	2
5.16667	5.33333	4	2
5.33333	5.5	4	2
5.5	5.66667	4	2
5.66667	5.83333	4	2
5.83333	6	4	2
6	7	4	2
7	8	4	2
8	12	4	2
12	12.1667	2	2
12.1667	12.3333	4	2
12.3333	12.5	4	2
12.5	12.6667	4	2
12.6667	12.8333	4	2
12.8333	13	4	2
13	13.1667	2	2
13.1667	13.3333	4	2
13.3333	13.5	4	2
13.5	13.6667	4	2
13.6667	13.8333	4	2
13.8333	14	4	2
14	15	4	2
15	16	4	2
16	18	4	2
18	18.6667	4	3
18.6667	19	5	3
19	19.1667	4	2
19.1667	19.3333	5	2
19.3333	19.5	4	2
19.5	20	2	2
20	20.1667	2	2
20.1667	20.3333	4	2
20.3333	20.5	4	2
20.5	20.6667	4	2
20.6667	20.8333	4	2
20.8333	21	4	2
21	21.1667	2	2
21.1667	21.3333	4	2
21.3333	21.5	4	2
21.5	21.6667	4	2
21.6667	21.8333	4	2
21.8333	22	4	2
22	24	5	3
24	26	5	3
26	26.6667	9	3
26.6667	27	8	3
27	27.3333	2	2
27.3333	27.6667	10	2
27.6667	28	2	2
28	28.1667	2	2
28.1667	28.3333	4	2
28.3333	28.5	4	2
28.5	28.6667	4	2
28.6667	28.8333	4	2
28.8333	29	4	2
29	29.1667	2	2
29.1667	29.3333	4	2
29.3333	29.5	4	2
29.5	29.6667	4	2
29.6667	29.8333	4	2
29.8333	30	4	2
30	32	5	3
32	34	5	3
34	34.6667	4	3
34.6667	35	5	3
35	35.1667	4	2
35.1667	35.3333	5	2
35.3333	35.5	4	2
35.5	35.75	2	2
35.75	36	2	2
36	36.1667	4	2
36.1667	36.3333	4	2
36.3333	36.6667	4	2
36.6667	37	4	2
37	37.1667	4	2
37.1667	37.3333	4	2
37.3333	37.6667	4	2
37.6667	38	4	2
38	38.6667	5	3
38.6667	39	4	3
39	39.3333	2	2
39.3333	39.6667	4	3
39.6667	40	2	2
40	40.6667	9	3
40.6667	41	8	3
41	41.3333	2	2
41.3333	41.6667	5	3
41.6667	42	2	2
42	42.3333	11	2
42.3333	42.6667	2	2
42.6667	43	3	3
43	43.3333	2	2
43.3333	43.6667	3	3
43.6667	44	2	2
44	44.1667	4	2
44.1667	44.3333	4	2
44.3333	44.6667	4	2
44.6667	45	4	2
45	45.1667	4	2
45.1667	45.3333	4	2
45.3333	45.6667	4	2
45.6667	46	4	2
46	46.6667	5	3
46.6667	47	4	3
47	47.3333	2	2
47.3333	47.6667	4	3
47.6667	48	2	2
48	48.6667	9	3
48.6667	49	8	3
49	49.3333	2	2
49.3333	49.6667	3	3
49.6667	50	2	2
50	50.1667	8	3
50.1667	50.3333	9	3
50.3333	50.5	8	3
50.5	50.6667	2	3
50.6667	50.8333	4	3
50.8333	51	9	2
51	51.1667	8	2
51.1667	51.3333	9	2
51.3333	51.5	8	2
51.5	51.6667	2	2
51.6667	51.8333	5	2
51.8333	52	2	2
52	52.6667	11	2
52.6667	53	11	2
53	53.1667	2	2
53.1667	53.3333	2	2
53.3333	53.6667	11	2
53.6667	53.8333	2	2
53.8333	54	2	2
54	54.6667	0	3
54.6667	55	4	3
55	55.1667	2	2
55.1667	55.3333	2	2
55.3333	55.6667	4	3
55.6667	55.8333	2	2
55.8333	56	2	2
56	56.6667	9	3
56.6667	57	8	3
57	57.3333	2	2
57.3333	57.6667	5	3
57.6667	58	2	2
58	58.3333	11	2
58.3333	58.6667	2	2
58.6667	59	3	3
59	59.3333	2	2
59.3333	59.6667	3	3
59.6667	60	2	2
60	60.1667	2	2
60.1667	60.3333	4	2
60.3333	60.5	4	2
60.5	60.6667	4	2
60.6667	60.8333	4	2
60.8333	61	4	2
61	61.1667	2	2
61.1667	61.3333	4	2
61.3333	61.5	4	2
61.5	61.6667	4	2
61.6667	61.8333	4	2
61.8333	62	4	2
62	62.6667	5	2
62.6667	63	4	2
63	63.3333	2	2
63.3333	63.6667	11	2
63.6667	64	2	2
64	64.6667	9	3
64.6667	65	8	3
65	65.3333	2	2
65.3333	65.6667	3	3
65.6667	66	2	2
66	66.1667	8	3
66.1667	66.3333	9	3
66.3333	66.5	8	3
66.5	66.6667	2	3
66.6667	66.8333	4	3
66.8333	67	9	2
67	67.1667	8	2
67.1667	67.3333	9	2
67.3333	67.5	8	2
67.5	67.6667	2	2
67.6667	67.8333	5	2
67.8333	68	2	2
68	69	2	3
69	69.1667	9	3
69.1667	69.3333	10	3
69.3333	69.5	9	3
69.5	69.6667	2	3
69.6667	69.8333	7	3
69.8333	70	2	3
70	70.1667	10	3
70.1667	70.3333	7	3
70.3333	70.5	2	3
70.5	70.6667	7	3
70.6667	70.8333	6	3
70.8333	71	2	3
71	71.1667	2	3
71.1667	71.3333	3	3
71.3333	71.5	2	3
71.5	71.6667	9	2
71.6667	71.8333	0	3
71.8333	72	9	2
72	72.6667	3	3
72.6667	73	9	2
73	73.1667	2	2
73.1667	73.3333	2	2
73.3333	73.6667	9	2
73.6667	73.8333	2	2
73.8333	74	2	2
74	74.6667	8	2
74.6667	75	8	2
75	75.1667	2	2
75.1667	75.3333	2	2
75.3333	75.6667	9	2
75.6667	75.8333	2	2
75.8333	76	2	2
76	77	2	3
77	77.1667	9	3
77.1667	77.3333	10	3
77.3333	77.5	9	3
77.5	77.6667	2	3
77.6667	77.8333	7	3
77.8333	78	2	3
78	78.1667	10	3
78.1667	78.3333	7	3
78.3333	78.5	2	3
78.5	78.6667	7	3
78.6667	78.8333	6	3
78.8333	79	2	3
79	79.1667	2	3
79.1667	79.3333	3	3
79.3333	79.5	2	3
79.5	79.6667	9	2
79.6667	79.8333	0	3
79.8333	80	9	2
80	80.1667	5	2
80.1667	80.3333	7	2
80.3333	80.5	8	2
80.5	80.6667	0	3
80.6667	80.8333	2	3
80.8333	81	3	3
81	81.1667	6	3
81.1667	81.3333	7	3
81.3333	81.5	3	3
81.5	81.6667	6	3
81.6667	81.8333	2	3
81.8333	82	3	3
82	82.1667	6	3
82.1667	82.3333	7	3
82.3333	82.5	9	3
82.5	82.6667	0	4
82.6667	82.8333	3	4
82.8333	83	0	4
83	83.1667	2	4
83.1667	83.3333	3	4
83.3333	83.5	2	4
83.5	83.6667	0	4
83.6667	83.8333	10	3
83.8333	84	0	4
84	85	2	3
85	85.1667	9	3
85.1667	85.3333	10	3
85.3333	85.5	9	3
85.5	85.6667	2	3
85.6667	85.8333	7	3
85.8333	86	2	3
86	86.1667	10	3
86.1667	86.3333	7	3
86.3333	86.5	2	3
86.5	86.6667	7	3
86.6667	86.8333	6	3
86.8333	87	2	3
87	87.1667	2	3
87.1667	87.3333	3	3
87.3333	87.5	2	3
87.5	87.6667	9	2
87.6667	87.8333	0	3
87.8333	88	9	2
88	88.6667	3	3
88.6667	89	9	2
89	89.1667	2	2
89.1667	89.3333	2	2
89.3333	89.6667	9	2
89.6667	89.8333	2	2
89.8333	90	2	2
90	90.6667	8	2
90.6667	91	8	2
91	91.1667	2	2
91.1667	91.3333	2	2
91.3333	91.6667	9	2
91.6667	91.8333	2	2
91.8333	92	2	2
92	93	2	3
93	93.1667	9	3
93.1667	93.3333	10	3
93.3333	93.5	9	3
93.5	93.6667	2	3
93.6667	93.8333	7	3
93.8333	94	2	3
94	94.1667	10	3
94.1667	94.3333	7	3
94.3333	94.5	2	3
94.5	94.6667	7	3
94.6667	94.8333	6	3
94.8333	95	2	3
95	95.1667	2	3
95.1667	95.3333	3	3
95.3333	95.5	2	3
95.5	95.6667	9	2
95.6667	95.8333	0	3
95.8333	96	9	2
96	96.1667	5	2
96.1667	96.3333	7	2
96.3333	96.5	8	2
96.5	96.6667	0	3
96.6667	96.8333	2	3
96.8333	97	3	3
97	97.1667	6	3
97.1667	97.3333	7	3
97.3333	97.5	3	3
97.5	97.6667	6	3
97.6667	97.8333	2	3
97.8333	98	3	3
98	98.1667	6	3
98.1667	98.3333	7	3
98.3333	98.5	9	3
98.5	99.5	0	4
99.5	100	10	3
100	100.667	9	3
100.667	100.833	9	3
100.833	101	10	3
101	102	6	3
102	103	7	3
103	103.25	7	2
103.25	103.5	7	2
103.5	103.75	7	2
103.75	104	7	2
104	104.25	8	2
104.25	104.5	7	2
104.5	104.75	7	2
104.75	105	7	2
105	105.25	10	2
105.25	105.5	7	2
105.5	105.75	7	2
105.75	106	7	2
106	106.25	7	2
106.25	106.5	8	2
106.5	106.75	10	2
106.75	107	2	3
107	107.25	8	2
107.25	107.5	10	2
107.5	107.75	2	3
107.75	108	3	3
108	108.25	7	2
108.25	108.5	7	2
108.5	108.75	7	2
108.75	109	7	2
109	109.25	2	3
109.25	109.5	3	3
109.5	109.75	2	3
109.75	110	9	2
110	111	1	3
111	111.25	1	3
111.25	111.5	1	3
111.5	111.75	1	3
111.75	112	1	3
112	112.25	2	3
112.25	112.5	1	3
112.5	112.75	1	3
112.75	113	1	3
113	113.25	2	3
113.25	113.5	1	3
113.5	113.75	1	3
113.75	114	1	3
114	114.5	10	2
114.5	114.75	10	2
114.75	115	10	2
115	115.25	10	2
115.25	115.5	10	2
115.5	116.5	2	3
116.5	117	1	3
117	117.25	2	2
117.25	117.5	2	2
117.5	118	8	2
118	119	7	3
119	119.25	7	2
119.25	119.5	7	2
119.5	119.75	7	2
119.75	120	7	2
120	120.25	8	2
120.25	120.5	7	2
120.5	120.75	7	2
120.75	121	7	2
121	121.25	10	2
121.25	121.5	7	2
121.5	121.75	7	2
121.75	122	7	2
122	122.25	7	2
122.25	122.5	8	2
122.5	122.75	10	2
122.75	123	2	3
123	123.25	8	2
123.25	123.5	10	2
